Frame,Protein_RMSD,Rg,FSPP_Lig1_RMSD,FSPP_Lig2_RMSD
0,2.772340296429687e-07,19.709658236997363,0.0,0.0
1,0.5479854942309332,19.641576205747707,0.6723364286529339,1.7565241151964155
2,0.6264737850680093,19.62921830092754,1.1412405037199618,1.38236667106786
3,0.6242289146503859,19.586571137635993,1.1352300203573047,0.9691999476500467
4,0.6297121811966937,19.652992068602245,1.1360614914336282,1.7900960188945578
5,0.6923308016152382,19.673706201444478,0.9146761528820265,1.498889082139483
6,0.663685226095033,19.690824121220277,1.0387811913490796,1.7737745116858916
7,0.6627790324625096,19.70142577294678,1.026801364419948,1.6372370337245155
8,0.7738012789962095,19.681226992355086,0.9236610395952716,1.8866879038726896
9,0.7158334162092835,19.752435098259696,1.0582376794463306,1.8660919679338464
10,0.7470869520457041,19.67648758194685,0.8967855371123372,1.8789616909221571
11,0.7938127999331386,19.757209889065454,1.1124462427792485,1.7325146765677868
12,0.7622600301820874,19.761385080570317,1.0605680359611078,1.823199270649968
13,0.7680990968017988,19.767571506596447,1.0054459285637323,1.6447357688804285
14,0.8769329247434874,19.803780480049287,1.0988381900157458,1.936315192605956
15,0.7803514279807142,19.76336130961624,1.2296892008417726,1.9938795224380983
16,0.7046812556899692,19.759964281628672,0.876137170496544,2.119708734378707
17,0.7493938819780527,19.731883897388833,1.3017012383515119,2.071323000411402
18,0.7659736085413313,19.834086327814763,1.107739661356387,1.767128905463281
19,0.837650857414764,19.818842502098345,1.1168507079892573,2.05509249804955
20,0.8232221639477911,19.73446939631711,1.1225792364533609,1.7320874644089925
21,0.751021636493561,19.802306382118942,1.2688623291352508,1.97674763233127
22,0.7230728236557262,19.800025194901615,0.9926366616383626,1.5691730312166083
23,0.7016566344366896,19.738433814478906,1.071554986185379,1.6842584206849043
24,0.6594915109534548,19.745352136203238,1.2460766848379101,2.1800276889357253
25,0.695936868223594,19.714130010622934,1.1404480801892265,1.8937870026400252
26,0.7344712891066238,19.743439402581142,1.1390556440185644,1.8239768656752426
27,0.6408538225047943,19.702335141600578,1.0876455096336415,2.024383015205497
28,0.677234955053308,19.801014133132927,0.8077099794864182,1.9141954622226567
29,0.6638066617856981,19.59598803531407,0.9832024190218643,1.7141098822320695
30,0.7053701503586818,19.688395977702502,0.8516849610991575,2.1872174390464063
31,0.6236216375137776,19.689405511318423,1.1904211950649262,1.7246495741629997
32,0.674482702049029,19.700943750970886,1.0669953265967935,1.32703789153133
33,0.66201075178862,19.80823772469713,1.0016004376915237,1.4063314695897486
34,0.6380385236812457,19.68294179137472,0.8434482341538612,0.9716629022004628
35,0.7648160447871929,19.693831316950824,0.9634112106959611,1.1832051725781754
36,0.7267405798183147,19.73426319300198,1.082075203936669,0.9722903258340937
37,0.6908693156583732,19.72792150293632,0.9449330605761823,1.029027990982559
38,0.7076589049237941,19.674577639729982,1.0478548333426667,1.0317210738299905
39,0.7375405460048958,19.692906095739485,0.8467152504423002,1.0570608647613915
40,0.750118481605517,19.78313493678372,1.1189955846903819,1.071047609021817
41,0.8253847818356886,19.709904677603664,1.0214948108896496,1.2331155567857401
42,0.823501954532404,19.758252752118906,0.5839629940619441,1.1797890556501405
43,0.7462665677207022,19.654717019561364,1.0588114841857637,2.0711794950140465
44,0.7481192875884614,19.76284215852273,0.9840506163381656,1.5694703837714903
45,0.7771716789867876,19.798384573805805,1.1165768506040896,1.7349254321760013
46,0.7790016865521626,19.780973511423475,1.2170371249987817,1.6910333551595988
47,0.7960601446027921,19.753807438530753,1.222661697561494,1.6505119767727952
48,0.9178213346319866,19.756361949214448,1.2178586825912405,1.809817466122218
49,0.8913714356057334,19.780732455820228,0.9344618796372305,1.583500563599497
50,0.8838067899655373,19.831609514813042,0.8950684935432475,1.6292793742890441
51,0.8294761439306739,19.72122380254556,1.05455796253531,1.7314139673157156
52,0.9137987097576212,19.73019525477262,1.0398949456679298,1.8471619705123627
53,0.9201487838484309,19.760359589238877,1.1647625759606604,1.559512356117589
54,0.9219473756455913,19.83751994489431,1.088066755493809,1.7910250205849088
55,0.9298396486374525,19.745004082169807,1.2409564757162246,1.6808602313162795
56,0.8620592798658249,19.708953969596145,1.0777018142061006,1.5505335963179656
57,0.8984753805893562,19.66099810251993,1.3175473955630352,0.9888376048403604
58,0.8757793263701371,19.69411757050961,0.9476010628074907,1.1745633217456344
59,0.9663098269725252,19.612111788145963,0.9145640173030932,0.749586387717709
