Frame,MG300_FSPP_Lig1,MG300_FSPP_Lig2,MG301_FSPP_Lig1,MG301_FSPP_Lig2,MG302_FSPP_Lig1,MG302_FSPP_Lig2
0,29.896655421770784,30.214674453430867,7.828030241272226,10.072631448360559,6.878202890539722,9.74324718211603
1,29.924198888910343,30.83531086126934,7.592396388382348,9.316106211546419,6.643362909130484,9.17799096038612
2,30.019367398739472,30.177729356454304,7.696740333310201,10.122327865384664,6.659723677800325,9.613701511990453
3,28.489634188855312,29.285608896819802,7.603412290350483,9.514377462798013,6.867061562017928,9.474214024205928
4,28.842240014739414,29.91398742905693,7.485295739828705,9.745253479322708,6.807514373508377,9.530160089107618
5,28.92419296223952,29.60191297696694,7.587347717704956,10.31541882226857,6.657426123757586,9.657157338399559
6,29.916865455513417,30.164403740756207,7.697296222171821,10.276626124489919,6.520423500343133,9.370409659057465
7,29.243688380622114,29.943633070915006,7.782486425928085,9.646058271541083,6.728750072954898,9.120627185589836
8,29.505015640014182,30.381065417219496,7.920025716984021,9.55891052592828,6.8377663157115975,9.29904077156618
9,30.026478509833773,30.397526631632214,7.8916204522987785,9.94232603480737,6.6315067985098395,9.241974575687989
10,29.509863482030365,29.63959436552425,7.839398979022828,9.724780995390054,6.64690397454086,9.135809555509585
11,29.77361733253384,30.267854393541615,7.936481557826466,9.883877954967247,6.794002382267424,9.501004906822677
12,29.1910769972191,29.83013400145816,7.8263783574242725,10.044956366763477,6.711855029243575,9.3174491251126
13,29.605447126810045,30.032497681925452,8.186517997071672,10.368992036411617,6.770872961173478,9.377898273654328
14,29.97336092294391,30.449636305573506,7.890803553409591,9.907430965159186,6.687692794394289,9.3366265378615
15,30.040553362773693,30.223612183539707,7.911459078186773,10.00797102324294,6.585813435207948,9.230452781623148
16,29.601910830988317,29.863301313241532,7.867193189207595,9.993550794738486,6.838512769899351,9.542277334799978
17,29.62613996481289,29.658495999110762,7.965566911178582,10.231472406909022,6.646432346850102,9.297668804208984
18,29.30333878761644,29.852716498296584,7.665068311872179,9.741285589128614,6.905858651689046,9.163543927755992
19,29.216296363501787,29.769009210776794,7.597761353429292,9.640307210243737,6.998557577492688,9.471711972770274
20,29.419397429520146,29.664801823739392,7.676900408255933,9.976210879306333,6.811446806363559,9.143341066694601
21,29.0767384057467,29.22700113978483,7.576933206617283,9.545562966328676,7.244194861954214,9.763727080697096
22,29.194559337072054,29.666406081600524,7.600792507064672,9.501335144481676,6.885493393002694,9.639301174496918
23,29.34954124716301,30.029981248648664,7.828105419419709,9.60241534749547,6.842711560312018,9.423074061936182
24,29.922601261969838,30.540622106771043,7.927437457950946,9.624423465841016,6.753267331196566,9.544012459801412
25,28.921716009857764,29.224632332704182,7.604980982548326,9.702494081589544,6.640745516563411,9.592397981198516
26,29.26820896487126,29.5695787729797,7.693474919333123,9.463085424661935,6.786985778256811,9.65734252825799
27,30.209187961565643,30.4949131007123,8.000168466092557,9.839903922774042,6.855020497427682,9.646006319883382
28,29.228471260385582,29.657631355092228,7.867060928054379,9.484988297003932,6.842551890291716,9.27955186599365
29,30.028499509769787,29.799753665151716,7.841803440217425,10.08294815975917,6.925816639497439,9.71332452261922
30,29.05557259345159,29.292215625283966,7.6933043366373015,9.75188381281524,6.824626575112042,9.547068889952477
