Frame,Protein_RMSD,Rg,FSPP_Lig1_RMSD,FSPP_Lig2_RMSD
0,0.0,19.8508680903053,0.0,0.0
1,0.6612643464471117,19.827053833517333,1.0098898948695705,1.1465858364649297
2,0.6979248166559674,19.920332074180415,1.0671026157890169,1.1425554225004142
3,0.6124647088929059,19.849773345556677,0.9942694667507657,0.9244466461374807
4,0.6163012282698294,19.868252537876742,1.1943597158143755,0.9974444304569037
5,0.781704567917973,19.862160861188404,1.3848427429932837,1.0645540604414518
6,0.7720033953863906,19.816532175122138,0.9955256566546803,1.004672459988356
7,0.6730279217647048,19.813529168405275,1.1522543971172163,0.8008394862975605
8,0.6210044404194575,19.834732421831404,1.009684691737955,1.3030832791638214
9,0.6620209012020002,19.842643137486938,1.3715158469142992,1.4671885569446301
10,0.7414585494989743,19.851632906890377,1.2345329482643583,1.1918835597607045
11,0.723275453679942,19.824137381350916,0.9618627040706943,1.3589985884433942
12,0.718523575013895,19.901863273907036,0.8617593028649372,1.0805890067312767
13,0.8166159537580164,19.856967319220683,0.8932206438331588,1.2614419574358136
14,0.8240711899544536,19.812850211479855,1.0240425359604681,1.2452201549949642
15,0.8172918373688,19.893273699864874,0.9217738509335672,1.1051382529419576
16,0.8495991966673364,19.87520243441511,1.2127513429942873,1.0912388546345941
17,0.774238502008294,19.841729484323192,0.8467630992476707,1.477537678630304
18,0.7705929844406189,19.920083641854742,1.0252453206430907,1.349320019338843
19,0.704621585679694,19.796720079992387,0.8250903721567204,1.072696054208839
20,0.7676208432639379,19.898478743602944,1.119197944802772,1.0307695068825846
21,0.7576631954544764,19.901934957823222,1.1917862397112802,0.9402340867709112
22,0.813689988980928,19.86772601916194,1.144536615877871,1.0513528083240393
23,0.8497751841247229,19.916727839511626,0.8905193406171971,0.9869680869218519
24,0.8155005658803933,19.85344342492403,1.2203701770458097,1.0580699291994151
25,0.8750954169267602,19.89523292609787,1.2225560372589923,0.9034058840396445
26,0.8144019712864314,19.875433094440925,0.9145490650295419,0.8979332249602758
27,0.8291282139272608,19.922877268194114,1.1155773764008239,0.9879937693120896
28,0.8494830969626255,19.875605082351846,1.1036892057354022,0.9784423303549443
29,0.8918986860547842,19.885775325124033,1.2426593817691962,1.2573416898997256
30,0.8145897997428228,19.88659666753207,1.0799344134318418,1.0587959808689693
31,0.8464962321430453,19.907245375198663,0.9348623544771288,1.9842664987674261
32,0.8008495472561655,19.915428117499058,0.9597596411525354,1.2574147033253678
33,0.781038136730245,19.8793536179508,1.0189681233242902,1.5335010624798018
34,0.7861809639916318,19.90496769391431,0.9326933668470202,1.2410593475174276
35,0.8006424903169066,19.861690211477555,1.0611429569675181,1.507627155834141
36,0.8424156830031824,19.928560812285223,1.107486014880626,1.059384195320963
37,0.8706496831235068,19.875988576887835,1.4994045935512577,0.9881557210059281
38,0.9181134662132627,19.971282501147652,1.0346346422258164,1.1516920806324467
39,0.9024648786757935,19.934996115352206,1.3257066386080545,1.3426519302770266
40,0.8819138877480256,19.94318395139419,0.7945021450596814,0.7572567210663564
41,0.8193466032802379,19.947820553749963,0.8893935407294777,1.125598753761794
42,0.7870534566736916,19.97467370678543,0.8238828410990611,1.1310255518504584
43,0.8422076688651705,20.007421666363864,1.4714310457069444,1.3764234762669068
44,0.9120638512468343,19.928405183561203,1.2788231887849888,0.9926528219496893
45,0.8980091483346785,19.95836518880028,1.1796946280393765,1.0664761698029233
46,0.8481200955420035,19.960391163289998,1.2469989965234698,1.0135606141180964
47,0.8385197121130652,19.95175822350296,1.0822702223418452,1.146055807533843
48,0.8567110518593388,19.84361709913302,0.8265849326462936,0.8324432013056402
49,0.8851915744391324,19.882764411970307,1.0806369841718773,0.81186917461869
50,0.8677797016027348,19.91177704070341,1.3893560937517573,1.0313441711912208
51,0.9855725457225524,19.904722606561517,1.1550752565645295,0.8765082075333492
52,0.8372298820470054,19.959658229498732,0.9440858539121444,0.502840069815855
53,0.859322132197692,19.89815133184423,0.7539399998720874,0.7996305647577979
54,0.8320806497795519,19.833184547757185,0.7921374867982481,1.2109423069466205
55,0.8262072937830093,19.875329758420815,1.0779811885058557,1.0042179328387828
56,0.8218485011135096,19.917311344793923,1.3217292552840334,0.9790103561364493
57,0.8481755283195092,19.82467627583741,0.636098203171878,0.7963061192907639
58,0.953373709243335,19.86704882439245,0.9237195497917896,1.172625438992682
59,0.9194632916300082,19.980182891356954,1.1123243933176123,0.9169225091460087
60,0.8671446239528969,19.903286198583103,0.7945847792228735,0.9038823966383983
61,0.8818616155175717,19.89885942193521,0.7967688116621029,0.8953647108844272
62,0.8103289804886692,19.855224670106864,1.0601222332694908,1.0392011097273108
63,0.8885141291061236,19.938713365127267,1.0022429927360332,1.3783445214860215
64,0.9109356996774287,19.99290103240881,0.9937198909619237,1.3372621990129743
65,1.0452735184867954,19.88735651066012,1.226631561024902,1.3426689209997713
66,0.9946435371699888,19.847617522120743,1.256705309739057,1.3644988576227168
67,0.9652196343840553,19.85257567887688,1.2418487141220649,0.8796304825038618
68,1.019615306757511,19.83820910925637,1.1687515430462616,1.0259432657020169
69,0.9628855707979853,19.856723791378183,1.0590880783897478,1.0495818815465372
70,0.8920039997822127,19.836610881080485,0.9260834112345994,0.9544420041733342
71,0.8314678865933419,19.884586217609915,1.0253213928365563,1.02517003773021
